entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,session_date,eligible_entries,executable_outcomes,unavailable_outcomes,mean_r,sum_r,wins,losses,zero_r_outcomes,status
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-13,8,8,0,-0.3166666666666666666666666666666666666666666666666666666666666666666666666666667,-2.5333333333333333333333333333333333333333333333333333333333333333333333333333336,3,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-14,6,6,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666683,-0.4000000000000000000000000000000000000000000000000000000000000000000000000000001,3,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-17,16,16,0,-0.19166666666666666666666666666666666666666666666666666666666666666666666666666669,-3.0666666666666666666666666666666666666666666666666666666666666666666666666666670,7,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-18,10,10,0,0.33333333333333333333333333333333333333333333333333333333333333333333333333333331,3.3333333333333333333333333333333333333333333333333333333333333333333333333333331,7,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-19,16,16,0,-0.3166666666666666666666666666666666666666666666666666666666666666666666666666667,-5.0666666666666666666666666666666666666666666666666666666666666666666666666666672,6,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-20,4,4,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666675,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666667,2,2,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-21,4,4,0,-0.5666666666666666666666666666666666666666666666666666666666666666666666666666667,-2.2666666666666666666666666666666666666666666666666666666666666666666666666666668,1,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-24,11,11,0,-0.15757575757575757575757575757575757575757575757575757575757575757575757575757577,-1.7333333333333333333333333333333333333333333333333333333333333333333333333333335,5,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-25,9,9,0,0.044444444444444444444444444444444444444444444444444444444444444444444444444444422,0.3999999999999999999999999999999999999999999999999999999999999999999999999999998,5,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-26,16,16,0,0.18333333333333333333333333333333333333333333333333333333333333333333333333333331,2.9333333333333333333333333333333333333333333333333333333333333333333333333333330,10,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-27,13,13,0,0.47179487179487179487179487179487179487179487179487179487179487179487179487179485,6.1333333333333333333333333333333333333333333333333333333333333333333333333333330,10,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-28,25,25,0,-0.50666666666666666666666666666666666666666666666666666666666666666666666666666684,-12.666666666666666666666666666666666666666666666666666666666666666666666666666671,7,18,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-08-31,19,19,0,-0.11929824561403508771929824561403508771929824561403508771929824561403508771929827,-2.2666666666666666666666666666666666666666666666666666666666666666666666666666672,9,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-09-01,15,15,0,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666667,-4.0000000000000000000000000000000000000000000000000000000000000000000000000000005,6,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-09-02,22,22,0,0.11515151515151515151515151515151515151515151515151515151515151515151515151515149,2.5333333333333333333333333333333333333333333333333333333333333333333333333333328,13,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-09-03,13,13,0,0.16410256410256410256410256410256410256410256410256410256410256410256410256410255,2.1333333333333333333333333333333333333333333333333333333333333333333333333333331,8,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,2026-09-04,9,9,0,0.044444444444444444444444444444444444444444444444444444444444444444444444444444422,0.3999999999999999999999999999999999999999999999999999999999999999999999999999998,5,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-02,9,9,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666664,2.3999999999999999999999999999999999999999999999999999999999999999999999999999998,6,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-05,9,9,0,-0.62222222222222222222222222222222222222222222222222222222222222222222222222222226,-5.6000000000000000000000000000000000000000000000000000000000000000000000000000003,2,7,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-06,14,14,0,-0.20952380952380952380952380952380952380952380952380952380952380952380952380952383,-2.9333333333333333333333333333333333333333333333333333333333333333333333333333336,6,8,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-07,14,14,0,-0.49523809523809523809523809523809523809523809523809523809523809523809523809523812,-6.9333333333333333333333333333333333333333333333333333333333333333333333333333337,4,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-08,34,34,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666697,-2.2666666666666666666666666666666666666666666666666666666666666666666666666666677,17,17,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-09,10,10,0,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666667,-2.6666666666666666666666666666666666666666666666666666666666666666666666666666670,4,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-12,13,13,0,0.3679487179487179487179487179487179487179487179487179487179487179487179487179487,4.7833333333333333333333333333333333333333333333333333333333333333333333333333331,9,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-13,8,8,0,0.18333333333333333333333333333333333333333333333333333333333333333333333333333331,1.4666666666666666666666666666666666666666666666666666666666666666666666666666665,5,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-14,30,30,0,0.13333333333333333333333333333333333333333333333333333333333333333333333333333330,3.9999999999999999999999999999999999999999999999999999999999999999999999999999991,18,12,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-15,14,14,0,0.2190476190476190476190476190476190476190476190476190476190476190476190476190476,3.0666666666666666666666666666666666666666666666666666666666666666666666666666664,9,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-16,12,12,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666698,-0.80000000000000000000000000000000000000000000000000000000000000000000000000000037,6,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-20,13,13,0,0.010256410256410256410256410256410256410256410256410256410256410256410256410256385,0.1333333333333333333333333333333333333333333333333333333333333333333333333333330,7,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-21,25,25,0,0.13333333333333333333333333333333333333333333333333333333333333333333333333333330,3.3333333333333333333333333333333333333333333333333333333333333333333333333333326,15,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-22,38,38,0,0.091228070175438596491228070175438596491228070175438596491228070175438596491228042,3.4666666666666666666666666666666666666666666666666666666666666666666666666666656,22,16,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-23,33,33,0,0.14545454545454545454545454545454545454545454545454545454545454545454545454545452,4.7999999999999999999999999999999999999999999999999999999999999999999999999999992,20,13,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-26,11,11,0,0.024242424242424242424242424242424242424242424242424242424242424242424242424242405,0.26666666666666666666666666666666666666666666666666666666666666666666666666666646,6,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-27,9,9,0,-0.17777777777777777777777777777777777777777777777777777777777777777777777777777781,-1.6000000000000000000000000000000000000000000000000000000000000000000000000000003,4,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-28,15,15,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666665,3.9999999999999999999999999999999999999999999999999999999999999999999999999999997,10,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-29,37,37,0,-0.14774774774774774774774774774774774774774774774774774774774774774774774774774779,-5.4666666666666666666666666666666666666666666666666666666666666666666666666666684,17,20,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-01-30,65,65,0,-0.082051282051282051282051282051282051282051282051282051282051282051282051282051425,-5.3333333333333333333333333333333333333333333333333333333333333333333333333333426,32,33,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-02,21,21,0,0.076190476190476190476190476190476190476190476190476190476190476190476190476190457,1.5999999999999999999999999999999999999999999999999999999999999999999999999999996,12,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-03,48,48,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666694,-3.2000000000000000000000000000000000000000000000000000000000000000000000000000013,24,24,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-04,70,70,0,-0.095238095238095238095238095238095238095238095238095238095238095238095238095238127,-6.6666666666666666666666666666666666666666666666666666666666666666666666666666689,34,36,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-05,16,16,0,-0.31666666666666666666666666666666666666666666666666666666666666666666666666666669,-5.0666666666666666666666666666666666666666666666666666666666666666666666666666671,6,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-06,37,37,0,0.068468468468468468468468468468468468468468468468468468468468468468468468468468438,2.5333333333333333333333333333333333333333333333333333333333333333333333333333322,21,16,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-09,15,15,0,-0.26666666666666666666666666666666666666666666666666666666666666666666666666666669,-4.0000000000000000000000000000000000000000000000000000000000000000000000000000004,6,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-10,26,26,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666696,-1.7333333333333333333333333333333333333333333333333333333333333333333333333333341,13,13,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-11,35,35,0,0.13333333333333333333333333333333333333333333333333333333333333333333333333333331,4.6666666666666666666666666666666666666666666666666666666666666666666666666666657,21,14,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-12,32,32,0,-0.25416666666666666666666666666666666666666666666666666666666666666666666666666670,-8.1333333333333333333333333333333333333333333333333333333333333333333333333333343,13,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-13,35,35,0,0.47619047619047619047619047619047619047619047619047619047619047619047619047619031,16.666666666666666666666666666666666666666666666666666666666666666666666666666661,27,8,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-17,30,30,0,0.19999999999999999999999999999999999999999999999999999999999999999999999999999997,5.9999999999999999999999999999999999999999999999999999999999999999999999999999991,19,11,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-18,43,43,0,-0.27596899224806201550387596899224806201550387596899224806201550387596899224806209,-11.866666666666666666666666666666666666666666666666666666666666666666666666666670,17,26,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-19,34,34,0,-0.0078431372549019607843137254901960784313725490196078431372549019607843137254902147,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666673,18,16,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-20,63,63,0,0.42539682539682539682539682539682539682539682539682539682539682539682539682539670,26.799999999999999999999999999999999999999999999999999999999999999999999999999992,47,16,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-23,38,38,0,-0.22456140350877192982456140350877192982456140350877192982456140350877192982456143,-8.5333333333333333333333333333333333333333333333333333333333333333333333333333344,16,22,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-24,40,40,0,-0.56666666666666666666666666666666666666666666666666666666666666666666666666666692,-22.666666666666666666666666666666666666666666666666666666666666666666666666666677,10,30,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-25,17,17,0,-0.59607843137254901960784313725490196078431372549019607843137254901960784313725494,-10.133333333333333333333333333333333333333333333333333333333333333333333333333334,4,13,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-26,43,43,0,0.049612403100775193798449612403100775193798449612403100775193798449612403100775163,2.1333333333333333333333333333333333333333333333333333333333333333333333333333320,24,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-02-27,54,54,0,-0.029629629629629629629629629629629629629629629629629629629629629629629629629629661,-1.6000000000000000000000000000000000000000000000000000000000000000000000000000017,28,26,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-02,62,62,0,-0.16344086021505376344086021505376344086021505376344086021505376344086021505376348,-10.133333333333333333333333333333333333333333333333333333333333333333333333333336,28,34,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-03,41,41,0,0.0065040650406504065040650406504065040650406504065040650406504065040650406504064780,0.2666666666666666666666666666666666666666666666666666666666666666666666666666656,22,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-04,53,53,0,-0.34968553459119496855345911949685534591194968553459119496855345911949685534591217,-18.533333333333333333333333333333333333333333333333333333333333333333333333333345,19,34,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-05,40,40,0,-0.016666666666666666666666666666666666666666666666666666666666666666666666666666702,-0.66666666666666666666666666666666666666666666666666666666666666666666666666666807,21,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-06,11,11,0,0.20606060606060606060606060606060606060606060606060606060606060606060606060606058,2.2666666666666666666666666666666666666666666666666666666666666666666666666666664,7,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-09,11,11,0,0.0242424242424242424242424242424242424242424242424242424242424242424242424242424,0.2666666666666666666666666666666666666666666666666666666666666666666666666666664,6,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-10,37,37,0,-0.093693693693693693693693693693693693693693693693693693693693693693693693693693722,-3.4666666666666666666666666666666666666666666666666666666666666666666666666666677,18,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-11,28,28,0,0.21904761904761904761904761904761904761904761904761904761904761904761904761904760,6.1333333333333333333333333333333333333333333333333333333333333333333333333333327,18,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-12,10,10,0,0.33333333333333333333333333333333333333333333333333333333333333333333333333333331,3.3333333333333333333333333333333333333333333333333333333333333333333333333333331,7,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-13,9,9,0,-0.5166666666666666666666666666666666666666666666666666666666666666666666666666667,-4.6500000000000000000000000000000000000000000000000000000000000000000000000000003,2,7,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-16,12,12,0,0.43333333333333333333333333333333333333333333333333333333333333333333333333333331,5.1999999999999999999999999999999999999999999999999999999999999999999999999999997,9,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-17,12,12,0,-0.40000000000000000000000000000000000000000000000000000000000000000000000000000003,-4.8000000000000000000000000000000000000000000000000000000000000000000000000000004,4,8,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-18,11,11,0,0.20606060606060606060606060606060606060606060606060606060606060606060606060606058,2.2666666666666666666666666666666666666666666666666666666666666666666666666666664,7,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-19,5,5,0,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,-5.3333333333333333333333333333333333333333333333333333333333333333333333333333335,0,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-20,4,4,0,0.93333333333333333333333333333333333333333333333333333333333333333333333333333332,3.7333333333333333333333333333333333333333333333333333333333333333333333333333333,4,0,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-23,16,16,0,0.058333333333333333333333333333333333333333333333333333333333333333333333333333312,0.9333333333333333333333333333333333333333333333333333333333333333333333333333330,9,7,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-24,13,13,0,0.31794871794871794871794871794871794871794871794871794871794871794871794871794869,4.1333333333333333333333333333333333333333333333333333333333333333333333333333330,9,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-25,18,18,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666664,4.7999999999999999999999999999999999999999999999999999999999999999999999999999995,12,6,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-26,12,12,0,0.43333333333333333333333333333333333333333333333333333333333333333333333333333332,5.1999999999999999999999999999999999999999999999999999999999999999999999999999998,9,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-27,1,1,0,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0,1,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-30,5,5,0,-0.26666666666666666666666666666666666666666666666666666666666666666666666666666668,-1.3333333333333333333333333333333333333333333333333333333333333333333333333333334,2,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-03-31,6,6,0,0.59999999999999999999999999999999999999999999999999999999999999999999999999999998,3.5999999999999999999999999999999999999999999999999999999999999999999999999999999,5,1,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-01,17,17,0,-0.0078431372549019607843137254901960784313725490196078431372549019607843137254902235,-0.1333333333333333333333333333333333333333333333333333333333333333333333333333338,9,8,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-02,19,19,0,0.091228070175438596491228070175438596491228070175438596491228070175438596491228047,1.7333333333333333333333333333333333333333333333333333333333333333333333333333329,11,8,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-06,27,27,0,-0.17777777777777777777777777777777777777777777777777777777777777777777777777777781,-4.8000000000000000000000000000000000000000000000000000000000000000000000000000008,12,15,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-07,20,20,0,0.53333333333333333333333333333333333333333333333333333333333333333333333333333325,10.666666666666666666666666666666666666666666666666666666666666666666666666666665,16,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-08,19,19,0,-0.32982456140350877192982456140350877192982456140350877192982456140350877192982459,-6.2666666666666666666666666666666666666666666666666666666666666666666666666666673,7,12,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-09,17,17,0,-0.12549019607843137254901960784313725490196078431372549019607843137254901960784317,-2.1333333333333333333333333333333333333333333333333333333333333333333333333333339,8,9,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-10,20,20,0,-0.76666666666666666666666666666666666666666666666666666666666666666666666666666675,-15.333333333333333333333333333333333333333333333333333333333333333333333333333335,3,17,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-13,40,40,0,-0.026666666666666666666666666666666666666666666666666666666666666666666666666666692,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666677,21,19,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-14,30,30,0,-0.40000000000000000000000000000000000000000000000000000000000000000000000000000003,-12.000000000000000000000000000000000000000000000000000000000000000000000000000001,10,20,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-15,17,17,0,0.3450980392156862745098039215686274509803921568627450980392156862745098039215686,5.8666666666666666666666666666666666666666666666666666666666666666666666666666662,12,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-16,7,7,0,-0.49523809523809523809523809523809523809523809523809523809523809523809523809523813,-3.4666666666666666666666666666666666666666666666666666666666666666666666666666669,2,5,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-17,1,1,0,0.93333333333333333333333333333333333333333333333333333333333333333333333333333333,0.93333333333333333333333333333333333333333333333333333333333333333333333333333333,1,0,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-20,6,6,0,0.59999999999999999999999999999999999999999999999999999999999999999999999999999998,3.5999999999999999999999999999999999999999999999999999999999999999999999999999999,5,1,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-21,9,9,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666664,2.3999999999999999999999999999999999999999999999999999999999999999999999999999998,6,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-22,4,4,0,-0.066666666666666666666666666666666666666666666666666666666666666666666666666666675,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666667,2,2,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-23,21,21,0,-0.019047619047619047619047619047619047619047619047619047619047619047619047619047645,-0.40000000000000000000000000000000000000000000000000000000000000000000000000000054,11,10,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-24,3,3,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666665,0.79999999999999999999999999999999999999999999999999999999999999999999999999999996,2,1,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-27,11,11,0,0.20606060606060606060606060606060606060606060606060606060606060606060606060606058,2.2666666666666666666666666666666666666666666666666666666666666666666666666666664,7,4,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-28,10,10,0,-0.4666666666666666666666666666666666666666666666666666666666666666666666666666667,-4.6666666666666666666666666666666666666666666666666666666666666666666666666666670,3,7,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-29,23,23,0,-0.023188405797101449275362318840579710144927536231884057971014492753623188405797129,-0.53333333333333333333333333333333333333333333333333333333333333333333333333333397,12,11,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-04-30,16,16,0,0.058333333333333333333333333333333333333333333333333333333333333333333333333333312,0.9333333333333333333333333333333333333333333333333333333333333333333333333333330,9,7,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-05-01,4,4,0,0.93333333333333333333333333333333333333333333333333333333333333333333333333333332,3.7333333333333333333333333333333333333333333333333333333333333333333333333333333,4,0,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-05-04,5,5,0,-0.2666666666666666666666666666666666666666666666666666666666666666666666666666667,-1.3333333333333333333333333333333333333333333333333333333333333333333333333333335,2,3,0,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,2026-05-05,3,3,0,0.26666666666666666666666666666666666666666666666666666666666666666666666666666665,0.79999999999999999999999999999999999999999999999999999999999999999999999999999996,2,1,0,AVAILABLE
