family,session,distance,horizon,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
ALL,2026-01-02,0.25,5,26,3,3,20,0,0,11.54,11.54,76.92,0.00,0.00,0,0.272500000000,0.662500000000,0.484350000000,0.662500000000,3,100.00,3,0,60
ALL,2026-01-02,0.25,15,26,3,3,20,0,0,11.54,11.54,76.92,0.00,0.00,0,0.464350000000,0.760000000000,0.610000000000,0.760000000000,3,100.00,3,0,60
ALL,2026-01-02,0.25,30,26,3,3,20,0,0,11.54,11.54,76.92,0.00,0.00,1,0.830000000000,1.095450000000,0.885000000000,1.095450000000,3,100.00,3,0,60
ALL,2026-01-02,0.50,5,26,7,9,7,3,0,26.92,34.62,26.92,11.54,0.00,0,0.272500000000,0.662500000000,0.484350000000,0.662500000000,2,28.57,2,0,60
ALL,2026-01-02,0.50,15,26,8,11,7,0,0,30.77,42.31,26.92,0.00,0.00,0,0.464350000000,0.760000000000,0.610000000000,0.760000000000,4,50.00,3,1,150
ALL,2026-01-02,0.50,30,26,8,11,7,0,0,30.77,42.31,26.92,0.00,0.00,1,0.830000000000,1.095450000000,0.885000000000,1.095450000000,4,50.00,3,1,150
ALL,2026-01-02,1.00,5,26,2,5,0,19,0,7.69,19.23,0.00,73.08,0.00,0,0.272500000000,0.662500000000,0.484350000000,0.662500000000,0,0.00,0,0,
ALL,2026-01-02,1.00,15,26,5,12,0,9,0,19.23,46.15,0.00,34.62,0.00,0,0.464350000000,0.760000000000,0.610000000000,0.760000000000,0,0.00,0,0,
ALL,2026-01-02,1.00,30,26,10,15,0,0,1,38.46,57.69,0.00,0.00,3.85,1,0.830000000000,1.095450000000,0.885000000000,1.095450000000,1,10.00,0,1,960
ALL,2026-01-05,0.25,5,20,6,5,4,5,0,30.00,25.00,20.00,25.00,0.00,0,0.152450000000,0.215000000000,0.210000000000,0.240000000000,0,0.00,0,0,
ALL,2026-01-05,0.25,15,20,8,7,4,1,0,40.00,35.00,20.00,5.00,0.00,1,0.350000000000,0.270000000000,0.406500000000,0.270000000000,2,25.00,0,2,570
ALL,2026-01-05,0.25,30,20,9,7,4,0,0,45.00,35.00,20.00,0.00,0.00,2,0.427500000000,0.320000000000,0.495000000000,0.320000000000,3,33.33,0,3,600
ALL,2026-01-05,0.50,5,20,4,1,3,12,0,20.00,5.00,15.00,60.00,0.00,0,0.152450000000,0.215000000000,0.210000000000,0.240000000000,0,0.00,0,0,
ALL,2026-01-05,0.50,15,20,6,2,3,8,1,30.00,10.00,15.00,40.00,5.00,1,0.350000000000,0.270000000000,0.406500000000,0.270000000000,0,0.00,0,0,
ALL,2026-01-05,0.50,30,20,9,2,3,5,1,45.00,10.00,15.00,25.00,5.00,2,0.427500000000,0.320000000000,0.495000000000,0.320000000000,2,22.22,0,2,930
ALL,2026-01-05,1.00,5,20,2,1,0,17,0,10.00,5.00,0.00,85.00,0.00,0,0.152450000000,0.215000000000,0.210000000000,0.240000000000,0,0.00,0,0,
ALL,2026-01-05,1.00,15,20,3,1,0,15,1,15.00,5.00,0.00,75.00,5.00,1,0.350000000000,0.270000000000,0.406500000000,0.270000000000,0,0.00,0,0,
ALL,2026-01-05,1.00,30,20,3,3,0,12,2,15.00,15.00,0.00,60.00,10.00,2,0.427500000000,0.320000000000,0.495000000000,0.320000000000,1,33.33,0,1,780
ALL,2026-01-06,0.25,5,29,9,6,11,3,0,31.03,20.69,37.93,10.34,0.00,0,0.210000000000,0.280000000000,0.275000000000,0.290000000000,2,22.22,2,0,60
ALL,2026-01-06,0.25,15,29,10,7,11,1,0,34.48,24.14,37.93,3.45,0.00,0,0.260000000000,0.370000000000,0.330000000000,0.370000000000,7,70.00,6,1,180
ALL,2026-01-06,0.25,30,29,10,8,11,0,0,34.48,27.59,37.93,0.00,0.00,0,0.275000000000,0.580000000000,0.330000000000,0.580000000000,7,70.00,6,1,180
ALL,2026-01-06,0.50,5,29,5,7,1,16,0,17.24,24.14,3.45,55.17,0.00,0,0.210000000000,0.280000000000,0.275000000000,0.290000000000,0,0.00,0,0,
ALL,2026-01-06,0.50,15,29,8,9,1,11,0,27.59,31.03,3.45,37.93,0.00,0,0.260000000000,0.370000000000,0.330000000000,0.370000000000,1,12.50,0,1,600
ALL,2026-01-06,0.50,30,29,11,13,1,4,0,37.93,44.83,3.45,13.79,0.00,0,0.275000000000,0.580000000000,0.330000000000,0.580000000000,2,18.18,0,2,480
ALL,2026-01-06,1.00,5,29,1,0,0,28,0,3.45,0.00,0.00,96.55,0.00,0,0.210000000000,0.280000000000,0.275000000000,0.290000000000,0,0.00,0,0,
ALL,2026-01-06,1.00,15,29,1,5,0,23,0,3.45,17.24,0.00,79.31,0.00,0,0.260000000000,0.370000000000,0.330000000000,0.370000000000,0,0.00,0,0,
ALL,2026-01-06,1.00,30,29,5,11,0,13,0,17.24,37.93,0.00,44.83,0.00,0,0.275000000000,0.580000000000,0.330000000000,0.580000000000,0,0.00,0,0,
ALL,2026-01-07,0.25,5,23,7,4,8,4,0,30.43,17.39,34.78,17.39,0.00,0,0.185000000000,0.205000000000,0.320000000000,0.205000000000,0,0.00,0,0,
ALL,2026-01-07,0.25,15,23,7,8,8,0,0,30.43,34.78,34.78,0.00,0.00,0,0.260000000000,0.590000000000,0.320000000000,0.590000000000,5,71.43,0,5,540
ALL,2026-01-07,0.25,30,23,7,8,8,0,0,30.43,34.78,34.78,0.00,0.00,1,0.500000000000,0.660000000000,0.500000000000,0.660000000000,6,85.71,0,6,570
ALL,2026-01-07,0.50,5,23,5,3,2,13,0,21.74,13.04,8.70,56.52,0.00,0,0.185000000000,0.205000000000,0.320000000000,0.205000000000,0,0.00,0,0,
ALL,2026-01-07,0.50,15,23,6,9,2,6,0,26.09,39.13,8.70,26.09,0.00,0,0.260000000000,0.590000000000,0.320000000000,0.590000000000,4,66.67,0,4,450
ALL,2026-01-07,0.50,30,23,9,10,2,2,0,39.13,43.48,8.70,8.70,0.00,1,0.500000000000,0.660000000000,0.500000000000,0.660000000000,5,55.56,0,5,480
ALL,2026-01-07,1.00,5,23,2,0,0,21,0,8.70,0.00,0.00,91.30,0.00,0,0.185000000000,0.205000000000,0.320000000000,0.205000000000,0,0.00,0,0,
ALL,2026-01-07,1.00,15,23,2,2,0,19,0,8.70,8.70,0.00,82.61,0.00,0,0.260000000000,0.590000000000,0.320000000000,0.590000000000,1,50.00,0,1,660
ALL,2026-01-07,1.00,30,23,5,6,0,11,1,21.74,26.09,0.00,47.83,4.35,1,0.500000000000,0.660000000000,0.500000000000,0.660000000000,2,40.00,0,2,780
ALL,2026-01-08,0.25,5,59,24,12,20,3,0,40.68,20.34,33.90,5.08,0.00,1,0.350000000000,0.180000000000,0.390000000000,0.180000000000,3,12.50,3,0,60
ALL,2026-01-08,0.25,15,59,26,13,20,0,0,44.07,22.03,33.90,0.00,0.00,3,0.540000000000,0.375000000000,0.570000000000,0.375000000000,12,46.15,3,9,390
ALL,2026-01-08,0.25,30,59,26,13,20,0,0,44.07,22.03,33.90,0.00,0.00,3,0.680000000000,0.480000000000,0.680100000000,0.480000000000,12,46.15,3,9,390
ALL,2026-01-08,0.50,5,59,13,9,6,30,1,22.03,15.25,10.17,50.85,1.69,1,0.350000000000,0.180000000000,0.390000000000,0.180000000000,1,7.69,1,0,60
ALL,2026-01-08,0.50,15,59,30,17,6,5,1,50.85,28.81,10.17,8.47,1.69,3,0.540000000000,0.375000000000,0.570000000000,0.375000000000,7,23.33,5,2,300
ALL,2026-01-08,0.50,30,59,30,21,6,1,1,50.85,35.59,10.17,1.69,1.69,3,0.680000000000,0.480000000000,0.680100000000,0.480000000000,10,33.33,5,5,330
ALL,2026-01-08,1.00,5,59,1,1,0,56,1,1.69,1.69,0.00,94.92,1.69,1,0.350000000000,0.180000000000,0.390000000000,0.180000000000,0,0.00,0,0,
ALL,2026-01-08,1.00,15,59,6,2,0,48,3,10.17,3.39,0.00,81.36,5.08,3,0.540000000000,0.375000000000,0.570000000000,0.375000000000,0,0.00,0,0,
ALL,2026-01-08,1.00,30,59,12,2,0,42,3,20.34,3.39,0.00,71.19,5.08,3,0.680000000000,0.480000000000,0.680100000000,0.480000000000,0,0.00,0,0,
ALL,2026-01-09,0.25,5,23,4,3,15,1,0,17.39,13.04,65.22,4.35,0.00,1,0.240000000000,0.380000000000,0.430000000000,0.380000000000,0,0.00,0,0,
ALL,2026-01-09,0.25,15,23,4,4,15,0,0,17.39,17.39,65.22,0.00,0.00,1,1.005000000000,0.929900000000,1.005000000000,0.929900000000,1,25.00,1,0,180
ALL,2026-01-09,0.25,30,23,4,4,15,0,0,17.39,17.39,65.22,0.00,0.00,1,1.770000000000,0.929900000000,1.770000000000,0.929900000000,1,25.00,1,0,180
ALL,2026-01-09,0.50,5,23,4,6,6,6,1,17.39,26.09,26.09,26.09,4.35,1,0.240000000000,0.380000000000,0.430000000000,0.380000000000,1,25.00,1,0,120
ALL,2026-01-09,0.50,15,23,5,9,6,2,1,21.74,39.13,26.09,8.70,4.35,1,1.005000000000,0.929900000000,1.005000000000,0.929900000000,1,20.00,1,0,120
ALL,2026-01-09,0.50,30,23,5,9,6,2,1,21.74,39.13,26.09,8.70,4.35,1,1.770000000000,0.929900000000,1.770000000000,0.929900000000,1,20.00,1,0,120
ALL,2026-01-09,1.00,5,23,3,7,0,12,1,13.04,30.43,0.00,52.17,4.35,1,0.240000000000,0.380000000000,0.430000000000,0.380000000000,0,0.00,0,0,
ALL,2026-01-09,1.00,15,23,8,11,0,3,1,34.78,47.83,0.00,13.04,4.35,1,1.005000000000,0.929900000000,1.005000000000,0.929900000000,0,0.00,0,0,
ALL,2026-01-09,1.00,30,23,8,11,0,3,1,34.78,47.83,0.00,13.04,4.35,1,1.770000000000,0.929900000000,1.770000000000,0.929900000000,1,12.50,0,1,780
ALL,2026-01-12,0.25,5,17,1,0,4,9,3,5.88,0.00,23.53,52.94,17.65,3,0.130000000000,0.130000000000,0.130000000000,0.130000000000,0,0.00,0,0,
ALL,2026-01-12,0.25,15,17,7,0,4,3,3,41.18,0.00,23.53,17.65,17.65,3,0.140000000000,0.130000000000,0.320000000000,0.130000000000,1,14.29,1,0,300
ALL,2026-01-12,0.25,30,17,7,0,4,3,3,41.18,0.00,23.53,17.65,17.65,3,0.240000000000,0.150000000000,0.320000000000,0.150000000000,4,57.14,1,3,900
ALL,2026-01-12,0.50,5,17,0,3,1,10,3,0.00,17.65,5.88,58.82,17.65,3,0.130000000000,0.130000000000,0.130000000000,0.130000000000,0,,0,0,
ALL,2026-01-12,0.50,15,17,3,3,1,7,3,17.65,17.65,5.88,41.18,17.65,3,0.140000000000,0.130000000000,0.320000000000,0.130000000000,0,0.00,0,0,
ALL,2026-01-12,0.50,30,17,3,4,1,6,3,17.65,23.53,5.88,35.29,17.65,3,0.240000000000,0.150000000000,0.320000000000,0.150000000000,0,0.00,0,0,
ALL,2026-01-12,1.00,5,17,0,2,0,12,3,0.00,11.76,0.00,70.59,17.65,3,0.130000000000,0.130000000000,0.130000000000,0.130000000000,0,,0,0,
ALL,2026-01-12,1.00,15,17,0,4,0,10,3,0.00,23.53,0.00,58.82,17.65,3,0.140000000000,0.130000000000,0.320000000000,0.130000000000,0,,0,0,
ALL,2026-01-12,1.00,30,17,0,4,0,10,3,0.00,23.53,0.00,58.82,17.65,3,0.240000000000,0.150000000000,0.320000000000,0.150000000000,0,,0,0,
ALL,2026-01-13,0.25,5,13,4,1,7,1,0,30.77,7.69,53.85,7.69,0.00,1,0.343600000000,0.120000000000,0.469900000000,0.120000000000,0,0.00,0,0,
ALL,2026-01-13,0.25,15,13,4,2,7,0,0,30.77,15.38,53.85,0.00,0.00,1,0.780000000000,0.410000000000,0.780000000000,0.410000000000,2,50.00,0,2,780
ALL,2026-01-13,0.25,30,13,4,2,7,0,0,30.77,15.38,53.85,0.00,0.00,2,0.780000000000,0.510000000000,0.780000000000,0.510000000000,3,75.00,0,3,780
ALL,2026-01-13,0.50,5,13,5,0,2,5,1,38.46,0.00,15.38,38.46,7.69,1,0.343600000000,0.120000000000,0.469900000000,0.120000000000,0,0.00,0,0,
ALL,2026-01-13,0.50,15,13,7,2,2,1,1,53.85,15.38,15.38,7.69,7.69,1,0.780000000000,0.410000000000,0.780000000000,0.410000000000,3,42.86,1,2,780
ALL,2026-01-13,0.50,30,13,7,2,2,1,1,53.85,15.38,15.38,7.69,7.69,2,0.780000000000,0.510000000000,0.780000000000,0.510000000000,4,57.14,1,3,780
ALL,2026-01-13,1.00,5,13,1,0,0,11,1,7.69,0.00,0.00,84.62,7.69,1,0.343600000000,0.120000000000,0.469900000000,0.120000000000,0,0.00,0,0,
ALL,2026-01-13,1.00,15,13,3,1,0,8,1,23.08,7.69,0.00,61.54,7.69,1,0.780000000000,0.410000000000,0.780000000000,0.410000000000,0,0.00,0,0,
ALL,2026-01-13,1.00,30,13,5,5,0,2,1,38.46,38.46,0.00,15.38,7.69,2,0.780000000000,0.510000000000,0.780000000000,0.510000000000,0,0.00,0,0,
ALL,2026-01-14,0.25,5,68,17,5,46,0,0,25.00,7.35,67.65,0.00,0.00,3,0.373150000000,0.322500000000,0.464950000000,0.322500000000,5,29.41,5,0,120
ALL,2026-01-14,0.25,15,68,17,5,46,0,0,25.00,7.35,67.65,0.00,0.00,4,0.872450000000,0.495000000000,0.912450000000,0.552500000000,9,52.94,7,2,180
ALL,2026-01-14,0.25,30,68,17,5,46,0,0,25.00,7.35,67.65,0.00,0.00,7,1.095000000000,0.615000000000,1.102500000000,0.615000000000,12,70.59,7,5,210
ALL,2026-01-14,0.50,5,68,11,13,20,24,0,16.18,19.12,29.41,35.29,0.00,3,0.373150000000,0.322500000000,0.464950000000,0.322500000000,2,18.18,2,0,90
ALL,2026-01-14,0.50,15,68,25,20,20,3,0,36.76,29.41,29.41,4.41,0.00,4,0.872450000000,0.495000000000,0.912450000000,0.552500000000,6,24.00,4,2,180
ALL,2026-01-14,0.50,30,68,27,20,20,1,0,39.71,29.41,29.41,1.47,0.00,7,1.095000000000,0.615000000000,1.102500000000,0.615000000000,14,51.85,4,10,750
ALL,2026-01-14,1.00,5,68,10,4,1,50,3,14.71,5.88,1.47,73.53,4.41,3,0.373150000000,0.322500000000,0.464950000000,0.322500000000,1,10.00,1,0,180
ALL,2026-01-14,1.00,15,68,30,9,1,25,3,44.12,13.24,1.47,36.76,4.41,4,0.872450000000,0.495000000000,0.912450000000,0.552500000000,7,23.33,3,4,420
ALL,2026-01-14,1.00,30,68,38,12,1,14,3,55.88,17.65,1.47,20.59,4.41,7,1.095000000000,0.615000000000,1.102500000000,0.615000000000,14,36.84,4,10,540
ALL,2026-01-15,0.25,5,24,7,2,12,3,0,29.17,8.33,50.00,12.50,0.00,1,0.335000000000,0.210000000000,0.435000000000,0.210000000000,2,28.57,2,0,240
ALL,2026-01-15,0.25,15,24,9,3,12,0,0,37.50,12.50,50.00,0.00,0.00,3,0.432500000000,0.394650000000,0.450000000000,0.394650000000,5,55.56,2,3,480
ALL,2026-01-15,0.25,30,24,9,3,12,0,0,37.50,12.50,50.00,0.00,0.00,3,0.586750000000,0.535000000000,0.586750000000,0.535000000000,6,66.67,2,4,510
ALL,2026-01-15,0.50,5,24,5,3,1,15,0,20.83,12.50,4.17,62.50,0.00,1,0.335000000000,0.210000000000,0.435000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-15,0.50,15,24,7,8,1,8,0,29.17,33.33,4.17,33.33,0.00,3,0.432500000000,0.394650000000,0.450000000000,0.394650000000,3,42.86,2,1,60
ALL,2026-01-15,0.50,30,24,12,9,1,2,0,50.00,37.50,4.17,8.33,0.00,3,0.586750000000,0.535000000000,0.586750000000,0.535000000000,7,58.33,4,3,120
ALL,2026-01-15,1.00,5,24,1,0,0,22,1,4.17,0.00,0.00,91.67,4.17,1,0.335000000000,0.210000000000,0.435000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-15,1.00,15,24,1,0,0,20,3,4.17,0.00,0.00,83.33,12.50,3,0.432500000000,0.394650000000,0.450000000000,0.394650000000,1,100.00,0,1,480
ALL,2026-01-15,1.00,30,24,1,2,0,18,3,4.17,8.33,0.00,75.00,12.50,3,0.586750000000,0.535000000000,0.586750000000,0.535000000000,1,100.00,0,1,480
ALL,2026-01-16,0.25,5,18,4,2,12,0,0,22.22,11.11,66.67,0.00,0.00,0,0.269850000000,0.250000000000,0.309950000000,0.292500000000,1,25.00,1,0,120
ALL,2026-01-16,0.25,15,18,4,2,12,0,0,22.22,11.11,66.67,0.00,0.00,1,0.645000000000,0.460000000000,0.645000000000,0.460000000000,4,100.00,2,2,240
ALL,2026-01-16,0.25,30,18,4,2,12,0,0,22.22,11.11,66.67,0.00,0.00,1,1.080000000000,0.522500000000,1.080000000000,0.522500000000,4,100.00,2,2,240
ALL,2026-01-16,0.50,5,18,4,4,0,10,0,22.22,22.22,0.00,55.56,0.00,0,0.269850000000,0.250000000000,0.309950000000,0.292500000000,0,0.00,0,0,
ALL,2026-01-16,0.50,15,18,8,7,0,3,0,44.44,38.89,0.00,16.67,0.00,1,0.645000000000,0.460000000000,0.645000000000,0.460000000000,3,37.50,1,2,420
ALL,2026-01-16,0.50,30,18,10,8,0,0,0,55.56,44.44,0.00,0.00,0.00,1,1.080000000000,0.522500000000,1.080000000000,0.522500000000,4,40.00,1,3,480
ALL,2026-01-16,1.00,5,18,0,0,0,18,0,0.00,0.00,0.00,100.00,0.00,0,0.269850000000,0.250000000000,0.309950000000,0.292500000000,0,,0,0,
ALL,2026-01-16,1.00,15,18,3,3,0,11,1,16.67,16.67,0.00,61.11,5.56,1,0.645000000000,0.460000000000,0.645000000000,0.460000000000,0,0.00,0,0,
ALL,2026-01-16,1.00,30,18,10,3,0,4,1,55.56,16.67,0.00,22.22,5.56,1,1.080000000000,0.522500000000,1.080000000000,0.522500000000,1,10.00,0,1,780
ALL,2026-01-20,0.25,5,17,3,1,13,0,0,17.65,5.88,76.47,0.00,0.00,0,0.510000000000,0.210000000000,0.620000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-20,0.25,15,17,3,1,13,0,0,17.65,5.88,76.47,0.00,0.00,0,0.900000000000,0.560000000000,0.930000000000,0.560000000000,1,33.33,0,1,540
ALL,2026-01-20,0.25,30,17,3,1,13,0,0,17.65,5.88,76.47,0.00,0.00,0,1.290000000000,0.590000000000,1.320000000000,0.590000000000,1,33.33,0,1,540
ALL,2026-01-20,0.50,5,17,8,1,2,6,0,47.06,5.88,11.76,35.29,0.00,0,0.510000000000,0.210000000000,0.620000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-20,0.50,15,17,9,5,2,1,0,52.94,29.41,11.76,5.88,0.00,0,0.900000000000,0.560000000000,0.930000000000,0.560000000000,5,55.56,2,3,360
ALL,2026-01-20,0.50,30,17,10,5,2,0,0,58.82,29.41,11.76,0.00,0.00,0,1.290000000000,0.590000000000,1.320000000000,0.590000000000,7,70.00,2,5,420
ALL,2026-01-20,1.00,5,17,3,1,1,12,0,17.65,5.88,5.88,70.59,0.00,0,0.510000000000,0.210000000000,0.620000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-20,1.00,15,17,6,1,1,9,0,35.29,5.88,5.88,52.94,0.00,0,0.900000000000,0.560000000000,0.930000000000,0.560000000000,2,33.33,2,0,270
ALL,2026-01-20,1.00,30,17,10,3,1,3,0,58.82,17.65,5.88,17.65,0.00,0,1.290000000000,0.590000000000,1.320000000000,0.590000000000,3,30.00,2,1,300
ALL,2026-01-21,0.25,5,47,10,5,32,0,0,21.28,10.64,68.09,0.00,0.00,1,0.430000000000,0.510000000000,0.500000000000,0.510000000000,4,40.00,4,0,120
ALL,2026-01-21,0.25,15,47,10,5,32,0,0,21.28,10.64,68.09,0.00,0.00,1,0.530000000000,1.190000000000,0.680000000000,1.190000000000,6,60.00,4,2,180
ALL,2026-01-21,0.25,30,47,10,5,32,0,0,21.28,10.64,68.09,0.00,0.00,2,0.690000000000,1.290000000000,0.740000000000,1.290000000000,7,70.00,4,3,240
ALL,2026-01-21,0.50,5,47,12,15,10,9,1,25.53,31.91,21.28,19.15,2.13,1,0.430000000000,0.510000000000,0.500000000000,0.510000000000,4,33.33,4,0,120
ALL,2026-01-21,0.50,15,47,15,20,10,1,1,31.91,42.55,21.28,2.13,2.13,1,0.530000000000,1.190000000000,0.680000000000,1.190000000000,7,46.67,5,2,180
ALL,2026-01-21,0.50,30,47,16,20,10,0,1,34.04,42.55,21.28,0.00,2.13,2,0.690000000000,1.290000000000,0.740000000000,1.290000000000,11,68.75,5,6,420
ALL,2026-01-21,1.00,5,47,8,3,2,33,1,17.02,6.38,4.26,70.21,2.13,1,0.430000000000,0.510000000000,0.500000000000,0.510000000000,1,12.50,1,0,120
ALL,2026-01-21,1.00,15,47,11,21,2,12,1,23.40,44.68,4.26,25.53,2.13,1,0.530000000000,1.190000000000,0.680000000000,1.190000000000,3,27.27,1,2,420
ALL,2026-01-21,1.00,30,47,14,26,2,4,1,29.79,55.32,4.26,8.51,2.13,2,0.690000000000,1.290000000000,0.740000000000,1.290000000000,6,42.86,1,5,480
ALL,2026-01-22,0.25,5,66,7,13,31,15,0,10.61,19.70,46.97,22.73,0.00,0,0.230000000000,0.200000000000,0.300000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-22,0.25,15,66,13,22,31,0,0,19.70,33.33,46.97,0.00,0.00,2,0.412500000000,0.342500000000,0.460000000000,0.342500000000,3,23.08,2,1,240
ALL,2026-01-22,0.25,30,66,13,22,31,0,0,19.70,33.33,46.97,0.00,0.00,3,0.497500000000,0.462500000000,0.552000000000,0.462500000000,9,69.23,3,6,480
ALL,2026-01-22,0.50,5,66,15,8,7,36,0,22.73,12.12,10.61,54.55,0.00,0,0.230000000000,0.200000000000,0.300000000000,0.210000000000,1,6.67,1,0,60
ALL,2026-01-22,0.50,15,66,22,15,7,20,2,33.33,22.73,10.61,30.30,3.03,2,0.412500000000,0.342500000000,0.460000000000,0.342500000000,4,18.18,3,1,150
ALL,2026-01-22,0.50,30,66,27,19,7,11,2,40.91,28.79,10.61,16.67,3.03,3,0.497500000000,0.462500000000,0.552000000000,0.462500000000,11,40.74,3,8,600
ALL,2026-01-22,1.00,5,66,5,2,0,59,0,7.58,3.03,0.00,89.39,0.00,0,0.230000000000,0.200000000000,0.300000000000,0.210000000000,0,0.00,0,0,
ALL,2026-01-22,1.00,15,66,9,6,0,49,2,13.64,9.09,0.00,74.24,3.03,2,0.412500000000,0.342500000000,0.460000000000,0.342500000000,1,11.11,1,0,120
ALL,2026-01-22,1.00,30,66,15,11,0,38,2,22.73,16.67,0.00,57.58,3.03,3,0.497500000000,0.462500000000,0.552000000000,0.462500000000,2,13.33,2,0,90
ALL,2026-01-23,0.25,5,45,19,9,15,2,0,42.22,20.00,33.33,4.44,0.00,0,0.340000000000,0.130000000000,0.370000000000,0.170000000000,2,10.53,2,0,90
ALL,2026-01-23,0.25,15,45,21,9,15,0,0,46.67,20.00,33.33,0.00,0.00,1,0.610000000000,0.270000000000,0.610000000000,0.280000000000,10,47.62,6,4,180
ALL,2026-01-23,0.25,30,45,21,9,15,0,0,46.67,20.00,33.33,0.00,0.00,2,0.870000000000,0.330000000000,0.870000000000,0.330000000000,13,61.90,6,7,420
ALL,2026-01-23,0.50,5,45,14,4,3,24,0,31.11,8.89,6.67,53.33,0.00,0,0.340000000000,0.130000000000,0.370000000000,0.170000000000,1,7.14,1,0,60
ALL,2026-01-23,0.50,15,45,22,10,3,10,0,48.89,22.22,6.67,22.22,0.00,1,0.610000000000,0.270000000000,0.610000000000,0.280000000000,6,27.27,2,4,360
ALL,2026-01-23,0.50,30,45,23,12,3,6,1,51.11,26.67,6.67,13.33,2.22,2,0.870000000000,0.330000000000,0.870000000000,0.330000000000,12,52.17,2,10,570
ALL,2026-01-23,1.00,5,45,2,0,0,43,0,4.44,0.00,0.00,95.56,0.00,0,0.340000000000,0.130000000000,0.370000000000,0.170000000000,0,0.00,0,0,
ALL,2026-01-23,1.00,15,45,9,2,0,33,1,20.00,4.44,0.00,73.33,2.22,1,0.610000000000,0.270000000000,0.610000000000,0.280000000000,1,11.11,1,0,300
ALL,2026-01-23,1.00,30,45,17,4,0,22,2,37.78,8.89,0.00,48.89,4.44,2,0.870000000000,0.330000000000,0.870000000000,0.330000000000,4,23.53,2,2,720
ALL,2026-01-26,0.25,5,22,3,0,11,8,0,13.64,0.00,50.00,36.36,0.00,0,0.230000000000,0.335000000000,0.672500000000,0.445000000000,3,100.00,3,0,60
ALL,2026-01-26,0.25,15,22,9,2,11,0,0,40.91,9.09,50.00,0.00,0.00,0,0.397500000000,0.712300000000,0.692500000000,0.712300000000,3,33.33,3,0,60
ALL,2026-01-26,0.25,30,22,9,2,11,0,0,40.91,9.09,50.00,0.00,0.00,1,0.415000000000,0.755000000000,0.692500000000,0.755000000000,5,55.56,3,2,60
ALL,2026-01-26,0.50,5,22,1,1,11,9,0,4.55,4.55,50.00,40.91,0.00,0,0.230000000000,0.335000000000,0.672500000000,0.445000000000,1,100.00,1,0,60
ALL,2026-01-26,0.50,15,22,3,2,11,6,0,13.64,9.09,50.00,27.27,0.00,0,0.397500000000,0.712300000000,0.692500000000,0.712300000000,1,33.33,1,0,60
ALL,2026-01-26,0.50,30,22,5,2,11,4,0,22.73,9.09,50.00,18.18,0.00,1,0.415000000000,0.755000000000,0.692500000000,0.755000000000,1,20.00,1,0,60
ALL,2026-01-26,1.00,5,22,1,0,0,21,0,4.55,0.00,0.00,95.45,0.00,0,0.230000000000,0.335000000000,0.672500000000,0.445000000000,0,0.00,0,0,
ALL,2026-01-26,1.00,15,22,3,10,0,9,0,13.64,45.45,0.00,40.91,0.00,0,0.397500000000,0.712300000000,0.692500000000,0.712300000000,0,0.00,0,0,
ALL,2026-01-26,1.00,30,22,3,10,0,9,0,13.64,45.45,0.00,40.91,0.00,1,0.415000000000,0.755000000000,0.692500000000,0.755000000000,0,0.00,0,0,
ALL,2026-01-27,0.25,5,13,4,4,4,1,0,30.77,30.77,30.77,7.69,0.00,1,0.210000000000,0.170000000000,0.285000000000,0.170000000000,1,25.00,1,0,60
ALL,2026-01-27,0.25,15,13,4,5,4,0,0,30.77,38.46,30.77,0.00,0.00,1,0.440000000000,0.270000000000,0.440000000000,0.270000000000,1,25.00,1,0,60
ALL,2026-01-27,0.25,30,13,4,5,4,0,0,30.77,38.46,30.77,0.00,0.00,1,0.770000000000,0.390000000000,0.770000000000,0.390000000000,1,25.00,1,0,60
ALL,2026-01-27,0.50,5,13,2,0,0,10,1,15.38,0.00,0.00,76.92,7.69,1,0.210000000000,0.170000000000,0.285000000000,0.170000000000,0,0.00,0,0,
ALL,2026-01-27,0.50,15,13,6,4,0,2,1,46.15,30.77,0.00,15.38,7.69,1,0.440000000000,0.270000000000,0.440000000000,0.270000000000,1,16.67,0,1,600
ALL,2026-01-27,0.50,30,13,8,4,0,0,1,61.54,30.77,0.00,0.00,7.69,1,0.770000000000,0.390000000000,0.770000000000,0.390000000000,2,25.00,0,2,750
ALL,2026-01-27,1.00,5,13,0,0,0,12,1,0.00,0.00,0.00,92.31,7.69,1,0.210000000000,0.170000000000,0.285000000000,0.170000000000,0,,0,0,
