event_id,session_date,direction,first_price,strong_price,entry_disadvantage,first_entry_timestamp,strong_entry_timestamp,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_entry_status,strong_entry_status,first_signal_known_at,strong_signal_known_at,first_outcome.0.25/0.25,first_outcome.0.25/0.25.favorable_hit,first_outcome.0.25/0.25.adverse_hit,first_outcome.0.50/0.25,first_outcome.0.50/0.25.favorable_hit,first_outcome.0.50/0.25.adverse_hit,first_outcome.0.75/0.25,first_outcome.0.75/0.25.favorable_hit,first_outcome.0.75/0.25.adverse_hit,first_outcome.1.00/0.25,first_outcome.1.00/0.25.favorable_hit,first_outcome.1.00/0.25.adverse_hit,first_outcome.0.50/0.30,first_outcome.0.50/0.30.favorable_hit,first_outcome.0.50/0.30.adverse_hit,first_outcome.0.75/0.30,first_outcome.0.75/0.30.favorable_hit,first_outcome.0.75/0.30.adverse_hit,first_outcome.1.00/0.30,first_outcome.1.00/0.30.favorable_hit,first_outcome.1.00/0.30.adverse_hit,first_outcome.1.50/0.30,first_outcome.1.50/0.30.favorable_hit,first_outcome.1.50/0.30.adverse_hit,first_outcome.2.00/0.30,first_outcome.2.00/0.30.favorable_hit,first_outcome.2.00/0.30.adverse_hit,strong_outcome.0.25/0.25,strong_outcome.0.25/0.25.favorable_hit,strong_outcome.0.25/0.25.adverse_hit,strong_outcome.0.50/0.25,strong_outcome.0.50/0.25.favorable_hit,strong_outcome.0.50/0.25.adverse_hit,strong_outcome.0.75/0.25,strong_outcome.0.75/0.25.favorable_hit,strong_outcome.0.75/0.25.adverse_hit,strong_outcome.1.00/0.25,strong_outcome.1.00/0.25.favorable_hit,strong_outcome.1.00/0.25.adverse_hit,strong_outcome.0.50/0.30,strong_outcome.0.50/0.30.favorable_hit,strong_outcome.0.50/0.30.adverse_hit,strong_outcome.0.75/0.30,strong_outcome.0.75/0.30.favorable_hit,strong_outcome.0.75/0.30.adverse_hit,strong_outcome.1.00/0.30,strong_outcome.1.00/0.30.favorable_hit,strong_outcome.1.00/0.30.adverse_hit,strong_outcome.1.50/0.30,strong_outcome.1.50/0.30.favorable_hit,strong_outcome.1.50/0.30.adverse_hit,strong_outcome.2.00/0.30,strong_outcome.2.00/0.30.favorable_hit,strong_outcome.2.00/0.30.adverse_hit
SPY:2026-03-13:LONG:2026-03-13T13:38:00+00:00:v1,2026-03-13,LONG,670.400000000000,671.920000000000,1.520000000000,2026-03-13T13:40:00Z,2026-03-13T13:45:00Z,5,WORSE,1.935000000000,0.415000000000,9.040000000000,10.560000000000,-8.100000000000,-9.620000000000,1.520000000000,-1.520000000000,True,25,20,AVAILABLE,AVAILABLE,2026-03-13T13:40:00Z,2026-03-13T13:45:00Z,ADVERSE_FIRST,2026-03-13T13:41:00Z,2026-03-13T13:40:00Z,ADVERSE_FIRST,2026-03-13T13:42:00Z,2026-03-13T13:40:00Z,ADVERSE_FIRST,2026-03-13T13:42:00Z,2026-03-13T13:40:00Z,ADVERSE_FIRST,2026-03-13T13:43:00Z,2026-03-13T13:40:00Z,FAVORABLE_FIRST,2026-03-13T13:42:00Z,2026-03-13T14:02:00Z,FAVORABLE_FIRST,2026-03-13T13:42:00Z,2026-03-13T14:02:00Z,FAVORABLE_FIRST,2026-03-13T13:43:00Z,2026-03-13T14:02:00Z,FAVORABLE_FIRST,2026-03-13T13:44:00Z,2026-03-13T14:02:00Z,ADVERSE_FIRST,,2026-03-13T14:02:00Z,ADVERSE_FIRST,2026-03-13T13:46:00Z,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z,ADVERSE_FIRST,,2026-03-13T13:45:00Z
SPY:2026-03-13:SHORT:2026-03-13T14:10:00+00:00:v1,2026-03-13,SHORT,668.850000000000,668.180000000000,0.670000000000,2026-03-13T14:15:00Z,2026-03-13T14:20:00Z,5,WORSE,7.490000000000,6.820000000000,1.380000000000,2.050000000000,6.550000000000,5.880000000000,0.670000000000,-0.670000000000,True,20,15,AVAILABLE,AVAILABLE,2026-03-13T14:15:00Z,2026-03-13T14:20:00Z,FAVORABLE_FIRST,2026-03-13T14:15:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:17:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:17:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:18:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:17:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:17:00Z,2026-03-13T14:27:00Z,FAVORABLE_FIRST,2026-03-13T14:18:00Z,2026-03-13T14:27:00Z,ADVERSE_FIRST,2026-03-13T14:42:00Z,2026-03-13T14:27:00Z,ADVERSE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:27:00Z,ADVERSE_FIRST,2026-03-13T14:41:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:41:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:42:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:45:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:41:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:42:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:45:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:20:00Z,ADVERSE_FIRST,2026-03-13T14:55:00Z,2026-03-13T14:20:00Z
SPY:2026-03-13:SHORT:2026-03-13T14:35:00+00:00:v1,2026-03-13,SHORT,668.880000000000,667.290000000000,1.590000000000,2026-03-13T14:40:00Z,2026-03-13T14:45:00Z,5,WORSE,7.520000000000,5.930000000000,0,0.310000000000,6.580000000000,4.990000000000,1.590000000000,-0.310000000000,True,,,AVAILABLE,AVAILABLE,2026-03-13T14:40:00Z,2026-03-13T14:45:00Z,FAVORABLE_FIRST,2026-03-13T14:40:00Z,,FAVORABLE_FIRST,2026-03-13T14:40:00Z,,FAVORABLE_FIRST,2026-03-13T14:40:00Z,,FAVORABLE_FIRST,2026-03-13T14:41:00Z,,FAVORABLE_FIRST,2026-03-13T14:40:00Z,,FAVORABLE_FIRST,2026-03-13T14:40:00Z,,FAVORABLE_FIRST,2026-03-13T14:41:00Z,,FAVORABLE_FIRST,2026-03-13T14:42:00Z,,FAVORABLE_FIRST,2026-03-13T14:46:00Z,,FAVORABLE_FIRST,2026-03-13T14:45:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:47:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:46:00Z,2026-03-13T14:50:00Z,FAVORABLE_FIRST,2026-03-13T14:47:00Z,2026-03-13T14:50:00Z,ADVERSE_FIRST,2026-03-13T14:56:00Z,2026-03-13T14:50:00Z,ADVERSE_FIRST,2026-03-13T14:56:00Z,2026-03-13T14:50:00Z
SPY:2026-03-16:LONG:2026-03-16T13:35:00+00:00:v1,2026-03-16,LONG,669.020000000000,669.630000000000,0.610000000000,2026-03-16T13:40:00Z,2026-03-16T13:45:00Z,5,WORSE,3.050000000000,2.440000000000,1.900000000000,2.510000000000,-0.060000000000,-0.670000000000,0.610000000000,-0.610000000000,True,60,55,AVAILABLE,AVAILABLE,2026-03-16T13:40:00Z,2026-03-16T13:45:00Z,AMBIGUOUS_SAME_BAR,2026-03-16T13:40:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:42:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:45:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:45:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:42:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:45:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:45:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T13:47:00Z,2026-03-16T13:40:00Z,ADVERSE_FIRST,2026-03-16T14:08:00Z,2026-03-16T13:40:00Z,FAVORABLE_FIRST,2026-03-16T13:45:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:45:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:45:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:58:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:45:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:45:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T13:58:00Z,2026-03-16T14:33:00Z,FAVORABLE_FIRST,2026-03-16T14:10:00Z,2026-03-16T14:33:00Z,ADVERSE_FIRST,2026-03-16T19:10:00Z,2026-03-16T14:33:00Z
SPY:2026-03-16:LONG:2026-03-16T14:53:00+00:00:v1,2026-03-16,LONG,669.170000000000,669.840000000000,0.670000000000,2026-03-16T14:55:00Z,2026-03-16T15:00:00Z,5,WORSE,2.900000000000,2.230000000000,2.050000000000,2.720000000000,-0.210000000000,-0.880000000000,0.670000000000,-0.670000000000,True,65,60,AVAILABLE,AVAILABLE,2026-03-16T14:55:00Z,2026-03-16T15:00:00Z,ADVERSE_FIRST,2026-03-16T14:57:00Z,2026-03-16T14:55:00Z,ADVERSE_FIRST,2026-03-16T14:59:00Z,2026-03-16T14:55:00Z,ADVERSE_FIRST,2026-03-16T15:22:00Z,2026-03-16T14:55:00Z,ADVERSE_FIRST,2026-03-16T15:24:00Z,2026-03-16T14:55:00Z,FAVORABLE_FIRST,2026-03-16T14:59:00Z,2026-03-16T15:05:00Z,ADVERSE_FIRST,2026-03-16T15:22:00Z,2026-03-16T15:05:00Z,ADVERSE_FIRST,2026-03-16T15:24:00Z,2026-03-16T15:05:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T15:05:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T15:05:00Z,ADVERSE_FIRST,2026-03-16T15:22:00Z,2026-03-16T15:00:00Z,ADVERSE_FIRST,2026-03-16T15:30:00Z,2026-03-16T15:00:00Z,ADVERSE_FIRST,2026-03-16T15:35:00Z,2026-03-16T15:00:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T15:00:00Z,ADVERSE_FIRST,2026-03-16T15:30:00Z,2026-03-16T15:01:00Z,ADVERSE_FIRST,2026-03-16T15:35:00Z,2026-03-16T15:01:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T15:01:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T15:01:00Z,ADVERSE_FIRST,2026-03-16T19:10:00Z,2026-03-16T15:01:00Z
SPY:2026-03-16:SHORT:2026-03-16T16:22:00+00:00:v1,2026-03-16,SHORT,667.390000000000,667.420000000000,-0.030000000000,2026-03-16T16:25:00Z,2026-03-16T16:30:00Z,5,BETTER,0.270000000000,0.300000000000,4.680000000000,4.650000000000,-1.570000000000,-1.540000000000,-0.030000000000,0.030000000000,True,15,10,AVAILABLE,AVAILABLE,2026-03-16T16:25:00Z,2026-03-16T16:30:00Z,ADVERSE_FIRST,2026-03-16T16:31:00Z,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,ADVERSE_FIRST,,2026-03-16T16:27:00Z,AMBIGUOUS_SAME_BAR,2026-03-16T16:31:00Z,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z,ADVERSE_FIRST,,2026-03-16T16:31:00Z
SPY:2026-03-16:LONG:2026-03-16T17:05:00+00:00:v1,2026-03-16,LONG,668.930000000000,669.360000000000,0.430000000000,2026-03-16T17:10:00Z,2026-03-16T17:15:00Z,5,WORSE,3.140000000000,2.710000000000,0.950000000000,1.380000000000,0.030000000000,-0.400000000000,0.430000000000,-0.430000000000,True,35,30,AVAILABLE,AVAILABLE,2026-03-16T17:10:00Z,2026-03-16T17:15:00Z,FAVORABLE_FIRST,2026-03-16T17:10:00Z,2026-03-16T17:44:00Z,FAVORABLE_FIRST,2026-03-16T17:11:00Z,2026-03-16T17:44:00Z,FAVORABLE_FIRST,2026-03-16T17:23:00Z,2026-03-16T17:44:00Z,ADVERSE_FIRST,2026-03-16T18:16:00Z,2026-03-16T17:44:00Z,FAVORABLE_FIRST,2026-03-16T17:11:00Z,2026-03-16T17:44:00Z,FAVORABLE_FIRST,2026-03-16T17:23:00Z,2026-03-16T17:44:00Z,ADVERSE_FIRST,2026-03-16T18:16:00Z,2026-03-16T17:44:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:44:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:44:00Z,ADVERSE_FIRST,2026-03-16T17:23:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T18:16:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T18:38:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T18:16:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T18:38:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:15:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T17:15:00Z
SPY:2026-03-16:LONG:2026-03-16T18:00:00+00:00:v1,2026-03-16,LONG,669.160000000000,669.520000000000,0.360000000000,2026-03-16T18:05:00Z,2026-03-16T18:10:00Z,5,WORSE,2.910000000000,2.550000000000,0.740000000000,1.100000000000,-0.200000000000,-0.560000000000,0.360000000000,-0.360000000000,True,100,95,AVAILABLE,AVAILABLE,2026-03-16T18:05:00Z,2026-03-16T18:10:00Z,FAVORABLE_FIRST,2026-03-16T18:06:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:07:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:16:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:42:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:07:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:16:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T18:42:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T19:09:00Z,2026-03-16T19:25:00Z,FAVORABLE_FIRST,2026-03-16T19:09:00Z,2026-03-16T19:25:00Z,ADVERSE_FIRST,2026-03-16T18:16:00Z,2026-03-16T18:12:00Z,ADVERSE_FIRST,2026-03-16T18:17:00Z,2026-03-16T18:12:00Z,ADVERSE_FIRST,2026-03-16T18:45:00Z,2026-03-16T18:12:00Z,ADVERSE_FIRST,2026-03-16T19:09:00Z,2026-03-16T18:12:00Z,FAVORABLE_FIRST,2026-03-16T18:17:00Z,2026-03-16T19:20:00Z,FAVORABLE_FIRST,2026-03-16T18:45:00Z,2026-03-16T19:20:00Z,FAVORABLE_FIRST,2026-03-16T19:09:00Z,2026-03-16T19:20:00Z,FAVORABLE_FIRST,2026-03-16T19:09:00Z,2026-03-16T19:20:00Z,FAVORABLE_FIRST,2026-03-16T19:10:00Z,2026-03-16T19:20:00Z
SPY:2026-03-17:LONG:2026-03-17T13:45:00+00:00:v1,2026-03-17,LONG,674.245000000000,674.050000000000,-0.195000000000,2026-03-17T13:50:00Z,2026-03-17T13:55:00Z,5,BETTER,0.015000000000,0.120000000000,4.545000000000,4.350000000000,-3.515000000000,-3.320000000000,-0.105000000000,0.195000000000,True,15,10,AVAILABLE,AVAILABLE,2026-03-17T13:50:00Z,2026-03-17T13:55:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:50:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z,ADVERSE_FIRST,,2026-03-17T13:57:00Z
SPY:2026-03-17:SHORT:2026-03-17T15:28:00+00:00:v1,2026-03-17,SHORT,671.630000000000,671.260000000000,0.370000000000,2026-03-17T15:30:00Z,2026-03-17T15:35:00Z,5,WORSE,1.930000000000,1.560000000000,0.670000000000,1.040000000000,0.900000000000,0.530000000000,0.370000000000,-0.370000000000,True,130,125,AVAILABLE,AVAILABLE,2026-03-17T15:30:00Z,2026-03-17T15:35:00Z,ADVERSE_FIRST,2026-03-17T15:33:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:35:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:35:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,2026-03-17T16:07:00Z,2026-03-17T15:30:00Z,ADVERSE_FIRST,,2026-03-17T15:30:00Z,AMBIGUOUS_SAME_BAR,2026-03-17T15:35:00Z,2026-03-17T15:35:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:35:00Z,ADVERSE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:35:00Z,ADVERSE_FIRST,2026-03-17T16:07:00Z,2026-03-17T15:35:00Z,FAVORABLE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:46:00Z,FAVORABLE_FIRST,2026-03-17T15:36:00Z,2026-03-17T15:46:00Z,ADVERSE_FIRST,2026-03-17T16:07:00Z,2026-03-17T15:46:00Z,ADVERSE_FIRST,2026-03-17T16:07:00Z,2026-03-17T15:46:00Z,ADVERSE_FIRST,,2026-03-17T15:46:00Z
SPY:2026-03-17:SHORT:2026-03-17T17:40:00+00:00:v1,2026-03-17,SHORT,671.330000000000,671.330000000000,-0E-12,2026-03-17T17:45:00Z,2026-03-17T17:50:00Z,5,UNCHANGED_WITHIN_ONE_CENT,0.860000000000,0.860000000000,0.970000000000,0.970000000000,0.600000000000,0.600000000000,0E-12,0E-12,True,25,20,AVAILABLE,AVAILABLE,2026-03-17T17:45:00Z,2026-03-17T17:50:00Z,FAVORABLE_FIRST,2026-03-17T17:47:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T18:30:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T19:54:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T18:30:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T19:54:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T18:24:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T18:30:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T19:54:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T18:30:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,2026-03-17T19:54:00Z,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z,ADVERSE_FIRST,,2026-03-17T17:52:00Z
SPY:2026-03-17:SHORT:2026-03-17T18:13:00+00:00:v1,2026-03-17,SHORT,671.870000000000,671.800000000000,0.070000000000,2026-03-17T18:15:00Z,2026-03-17T18:20:00Z,5,WORSE,1.400000000000,1.330000000000,0.116300000000,0.020000000000,1.140000000000,1.070000000000,0.070000000000,0.096300000000,True,,,AVAILABLE,AVAILABLE,2026-03-17T18:15:00Z,2026-03-17T18:20:00Z,FAVORABLE_FIRST,2026-03-17T18:21:00Z,,FAVORABLE_FIRST,2026-03-17T18:23:00Z,,FAVORABLE_FIRST,2026-03-17T18:24:00Z,,FAVORABLE_FIRST,2026-03-17T18:26:00Z,,FAVORABLE_FIRST,2026-03-17T18:23:00Z,,FAVORABLE_FIRST,2026-03-17T18:24:00Z,,FAVORABLE_FIRST,2026-03-17T18:26:00Z,,NEITHER,,,NEITHER,,,FAVORABLE_FIRST,2026-03-17T18:21:00Z,,FAVORABLE_FIRST,2026-03-17T18:23:00Z,,FAVORABLE_FIRST,2026-03-17T18:24:00Z,,FAVORABLE_FIRST,2026-03-17T18:32:00Z,,FAVORABLE_FIRST,2026-03-17T18:23:00Z,,FAVORABLE_FIRST,2026-03-17T18:24:00Z,,FAVORABLE_FIRST,2026-03-17T18:32:00Z,,NEITHER,,,NEITHER,,
SPY:2026-03-18:SHORT:2026-03-18T14:12:00+00:00:v1,2026-03-18,SHORT,667.160000000000,667.540000000000,-0.380000000000,2026-03-18T14:15:00Z,2026-03-18T14:20:00Z,5,BETTER,5.970000000000,6.350000000000,0.840000000000,0.460000000000,5.650000000000,6.030000000000,-0.380000000000,0.380000000000,True,55,50,AVAILABLE,AVAILABLE,2026-03-18T14:15:00Z,2026-03-18T14:20:00Z,ADVERSE_FIRST,2026-03-18T14:25:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:25:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:26:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:26:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:25:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:26:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:26:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T14:49:00Z,2026-03-18T14:15:00Z,ADVERSE_FIRST,2026-03-18T18:34:00Z,2026-03-18T14:15:00Z,FAVORABLE_FIRST,2026-03-18T14:22:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:25:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:25:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:26:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:25:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:25:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:26:00Z,2026-03-18T15:06:00Z,FAVORABLE_FIRST,2026-03-18T14:26:00Z,2026-03-18T15:06:00Z,ADVERSE_FIRST,2026-03-18T17:11:00Z,2026-03-18T15:06:00Z
SPY:2026-03-18:SHORT:2026-03-18T15:10:00+00:00:v1,2026-03-18,SHORT,667.510000000000,666.870000000000,0.640000000000,2026-03-18T15:15:00Z,2026-03-18T15:20:00Z,5,WORSE,6.320000000000,5.680000000000,0.215000000000,0.750000000000,6.000000000000,5.360000000000,0.640000000000,-0.535000000000,True,,,AVAILABLE,AVAILABLE,2026-03-18T15:15:00Z,2026-03-18T15:20:00Z,FAVORABLE_FIRST,2026-03-18T15:18:00Z,,FAVORABLE_FIRST,2026-03-18T15:19:00Z,,FAVORABLE_FIRST,2026-03-18T15:20:00Z,,FAVORABLE_FIRST,2026-03-18T15:21:00Z,,FAVORABLE_FIRST,2026-03-18T15:19:00Z,,FAVORABLE_FIRST,2026-03-18T15:20:00Z,,FAVORABLE_FIRST,2026-03-18T15:21:00Z,,FAVORABLE_FIRST,2026-03-18T16:35:00Z,,FAVORABLE_FIRST,2026-03-18T17:11:00Z,,FAVORABLE_FIRST,2026-03-18T15:20:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:34:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:35:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:35:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:34:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:35:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T16:35:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T17:31:00Z,2026-03-18T15:24:00Z,ADVERSE_FIRST,2026-03-18T18:34:00Z,2026-03-18T15:24:00Z
