event_id,session_date,direction,first_price,strong_price,raw_price_difference,entry_disadvantage,delay_minutes,entry_comparison,first_mfe,strong_mfe,first_mae,strong_mae,first_eod_move,strong_eod_move,mfe_lost,mae_improvement,same_pair_excursions_available,first_minutes_to_reclaim,strong_minutes_to_reclaim,first_timestamp,first_reclaim_timestamp,first_0.25_0.25_result,first_0.25_0.25_favorable_hit,first_0.25_0.25_adverse_hit,first_0.50_0.25_result,first_0.50_0.25_favorable_hit,first_0.50_0.25_adverse_hit,first_0.75_0.25_result,first_0.75_0.25_favorable_hit,first_0.75_0.25_adverse_hit,first_1.00_0.25_result,first_1.00_0.25_favorable_hit,first_1.00_0.25_adverse_hit,first_0.50_0.30_result,first_0.50_0.30_favorable_hit,first_0.50_0.30_adverse_hit,first_0.75_0.30_result,first_0.75_0.30_favorable_hit,first_0.75_0.30_adverse_hit,first_1.00_0.30_result,first_1.00_0.30_favorable_hit,first_1.00_0.30_adverse_hit,first_1.50_0.30_result,first_1.50_0.30_favorable_hit,first_1.50_0.30_adverse_hit,first_2.00_0.30_result,first_2.00_0.30_favorable_hit,first_2.00_0.30_adverse_hit,strong_timestamp,strong_reclaim_timestamp,strong_0.25_0.25_result,strong_0.25_0.25_favorable_hit,strong_0.25_0.25_adverse_hit,strong_0.50_0.25_result,strong_0.50_0.25_favorable_hit,strong_0.50_0.25_adverse_hit,strong_0.75_0.25_result,strong_0.75_0.25_favorable_hit,strong_0.75_0.25_adverse_hit,strong_1.00_0.25_result,strong_1.00_0.25_favorable_hit,strong_1.00_0.25_adverse_hit,strong_0.50_0.30_result,strong_0.50_0.30_favorable_hit,strong_0.50_0.30_adverse_hit,strong_0.75_0.30_result,strong_0.75_0.30_favorable_hit,strong_0.75_0.30_adverse_hit,strong_1.00_0.30_result,strong_1.00_0.30_favorable_hit,strong_1.00_0.30_adverse_hit,strong_1.50_0.30_result,strong_1.50_0.30_favorable_hit,strong_1.50_0.30_adverse_hit,strong_2.00_0.30_result,strong_2.00_0.30_favorable_hit,strong_2.00_0.30_adverse_hit
SPY:2026-01-30:SHORT:2026-01-30T19:58:00+00:00:v1,2026-01-30,SHORT,690.570000000000,690.780000000000,0.210000000000,-0.210000000000,5,BETTER,1.270000000000,1.480000000000,2.256200000000,2.046200000000,-1.280000000000,-1.070000000000,-0.210000000000,0.210000000000,True,50,45,2026-01-30T20:00:00Z,2026-01-30T20:50:00Z,ADVERSE_FIRST,2026-01-30T20:06:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:07:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:07:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:01:00Z,ADVERSE_FIRST,,2026-01-30T20:01:00Z,ADVERSE_FIRST,,2026-01-30T20:01:00Z,2026-01-30T20:05:00Z,2026-01-30T20:50:00Z,FAVORABLE_FIRST,2026-01-30T20:06:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:06:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:07:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:06:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:07:00Z,2026-01-30T20:44:00Z,FAVORABLE_FIRST,2026-01-30T20:15:00Z,2026-01-30T20:44:00Z,ADVERSE_FIRST,,2026-01-30T20:44:00Z,ADVERSE_FIRST,,2026-01-30T20:44:00Z
SPY:2026-02-02:LONG:2026-02-02T14:35:00+00:00:v1,2026-02-02,LONG,691.945000000000,692.590000000000,0.645000000000,0.645000000000,5,WORSE,4.985000000000,4.340000000000,0.305000000000,0.490000000000,3.515000000000,2.870000000000,0.645000000000,-0.185000000000,True,,,2026-02-02T14:40:00Z,,AMBIGUOUS_SAME_BAR,2026-02-02T14:41:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:42:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:44:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:49:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:42:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:44:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:49:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:41:00Z,ADVERSE_FIRST,2026-02-02T15:05:00Z,2026-02-02T14:41:00Z,2026-02-02T14:45:00Z,,FAVORABLE_FIRST,2026-02-02T14:46:00Z,2026-02-02T14:48:00Z,ADVERSE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:48:00Z,ADVERSE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:48:00Z,ADVERSE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:48:00Z,FAVORABLE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:58:00Z,FAVORABLE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:58:00Z,FAVORABLE_FIRST,2026-02-02T14:50:00Z,2026-02-02T14:58:00Z,ADVERSE_FIRST,2026-02-02T15:05:00Z,2026-02-02T14:58:00Z,ADVERSE_FIRST,2026-02-02T15:11:00Z,2026-02-02T14:58:00Z
SPY:2026-02-03:SHORT:2026-02-03T14:51:00+00:00:v1,2026-02-03,SHORT,694.940000000000,693.480000000000,-1.460000000000,1.460000000000,5,WORSE,10.910000000000,9.450000000000,0,0,5.470000000000,4.010000000000,1.460000000000,0,True,,,2026-02-03T14:55:00Z,,FAVORABLE_FIRST,2026-02-03T14:56:00Z,,FAVORABLE_FIRST,2026-02-03T14:56:00Z,,FAVORABLE_FIRST,2026-02-03T14:57:00Z,,FAVORABLE_FIRST,2026-02-03T14:57:00Z,,FAVORABLE_FIRST,2026-02-03T14:56:00Z,,FAVORABLE_FIRST,2026-02-03T14:57:00Z,,FAVORABLE_FIRST,2026-02-03T14:57:00Z,,FAVORABLE_FIRST,2026-02-03T14:59:00Z,,FAVORABLE_FIRST,2026-02-03T15:00:00Z,,2026-02-03T15:00:00Z,,FAVORABLE_FIRST,2026-02-03T15:01:00Z,,FAVORABLE_FIRST,2026-02-03T15:01:00Z,,FAVORABLE_FIRST,2026-02-03T15:01:00Z,,FAVORABLE_FIRST,2026-02-03T15:02:00Z,,FAVORABLE_FIRST,2026-02-03T15:01:00Z,,FAVORABLE_FIRST,2026-02-03T15:01:00Z,,FAVORABLE_FIRST,2026-02-03T15:02:00Z,,FAVORABLE_FIRST,2026-02-03T15:12:00Z,,FAVORABLE_FIRST,2026-02-03T15:24:00Z,
SPY:2026-02-04:LONG:2026-02-04T14:35:00+00:00:v1,2026-02-04,LONG,690.610000000000,690.650000000000,0.040000000000,0.040000000000,5,WORSE,0.840000000000,0.800000000000,8.850000000000,8.890000000000,-4.490000000000,-4.530000000000,0.040000000000,-0.040000000000,True,15,10,2026-02-04T14:40:00Z,2026-02-04T14:55:00Z,ADVERSE_FIRST,2026-02-04T14:42:00Z,2026-02-04T14:41:00Z,ADVERSE_FIRST,2026-02-04T14:43:00Z,2026-02-04T14:41:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:41:00Z,ADVERSE_FIRST,,2026-02-04T14:41:00Z,ADVERSE_FIRST,2026-02-04T14:43:00Z,2026-02-04T14:41:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:41:00Z,ADVERSE_FIRST,,2026-02-04T14:41:00Z,ADVERSE_FIRST,,2026-02-04T14:41:00Z,ADVERSE_FIRST,,2026-02-04T14:41:00Z,2026-02-04T14:45:00Z,2026-02-04T14:55:00Z,ADVERSE_FIRST,2026-02-04T14:47:00Z,2026-02-04T14:46:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:46:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:46:00Z,ADVERSE_FIRST,,2026-02-04T14:46:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:46:00Z,ADVERSE_FIRST,2026-02-04T14:48:00Z,2026-02-04T14:46:00Z,ADVERSE_FIRST,,2026-02-04T14:46:00Z,ADVERSE_FIRST,,2026-02-04T14:46:00Z,ADVERSE_FIRST,,2026-02-04T14:46:00Z
SPY:2026-02-04:SHORT:2026-02-04T14:57:00+00:00:v1,2026-02-04,SHORT,688.190000000000,687.280000000000,-0.910000000000,0.910000000000,5,WORSE,6.430000000000,5.520000000000,2.660000000000,3.570000000000,2.070000000000,1.160000000000,0.910000000000,-0.910000000000,True,25,20,2026-02-04T15:00:00Z,2026-02-04T15:25:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:01:00Z,2026-02-04T15:07:00Z,FAVORABLE_FIRST,2026-02-04T15:02:00Z,2026-02-04T15:07:00Z,ADVERSE_FIRST,2026-02-04T16:40:00Z,2026-02-04T15:07:00Z,2026-02-04T15:05:00Z,2026-02-04T15:25:00Z,ADVERSE_FIRST,2026-02-04T16:05:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:19:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:40:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:19:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:40:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:43:00Z,2026-02-04T15:06:00Z,ADVERSE_FIRST,2026-02-04T16:45:00Z,2026-02-04T15:06:00Z
SPY:2026-02-04:SHORT:2026-02-04T15:31:00+00:00:v1,2026-02-04,SHORT,688.300000000000,688.840000000000,0.540000000000,-0.540000000000,5,BETTER,6.540000000000,7.080000000000,1.970000000000,1.430000000000,2.180000000000,2.720000000000,-0.540000000000,0.540000000000,True,10,5,2026-02-04T15:35:00Z,2026-02-04T15:45:00Z,FAVORABLE_FIRST,2026-02-04T15:36:00Z,2026-02-04T15:38:00Z,FAVORABLE_FIRST,2026-02-04T15:36:00Z,2026-02-04T15:38:00Z,FAVORABLE_FIRST,2026-02-04T15:37:00Z,2026-02-04T15:38:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:38:00Z,FAVORABLE_FIRST,2026-02-04T15:36:00Z,2026-02-04T15:38:00Z,FAVORABLE_FIRST,2026-02-04T15:37:00Z,2026-02-04T15:38:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:38:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:38:00Z,ADVERSE_FIRST,2026-02-04T16:40:00Z,2026-02-04T15:38:00Z,2026-02-04T15:40:00Z,2026-02-04T15:45:00Z,ADVERSE_FIRST,2026-02-04T15:46:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T15:51:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T15:51:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:41:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:41:00Z
SPY:2026-02-04:SHORT:2026-02-04T15:46:00+00:00:v1,2026-02-04,SHORT,688.680000000000,688.810000000000,0.130000000000,-0.130000000000,5,BETTER,6.920000000000,7.050000000000,0.660000000000,0.360000000000,2.560000000000,2.690000000000,-0.130000000000,0.300000000000,True,,,2026-02-04T15:50:00Z,,FAVORABLE_FIRST,2026-02-04T15:51:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:00:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:00:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:03:00Z,2026-02-04T15:53:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:53:00Z,2026-02-04T15:55:00Z,,AMBIGUOUS_SAME_BAR,2026-02-04T15:56:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T15:57:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T15:57:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:01:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:02:00Z,2026-02-04T15:56:00Z,ADVERSE_FIRST,2026-02-04T16:09:00Z,2026-02-04T15:56:00Z
SPY:2026-02-05:LONG:2026-02-05T14:35:00+00:00:v1,2026-02-05,LONG,682.480000000000,682.940000000000,0.460000000000,0.460000000000,5,WORSE,1.210000000000,0.750000000000,6.690000000000,7.150000000000,-5.030000000000,-5.490000000000,0.460000000000,-0.460000000000,True,20,15,2026-02-05T14:40:00Z,2026-02-05T15:00:00Z,ADVERSE_FIRST,2026-02-05T14:43:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:43:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:44:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:43:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:44:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:41:00Z,ADVERSE_FIRST,,2026-02-05T14:41:00Z,ADVERSE_FIRST,,2026-02-05T14:41:00Z,2026-02-05T14:45:00Z,2026-02-05T15:00:00Z,AMBIGUOUS_SAME_BAR,2026-02-05T14:46:00Z,2026-02-05T14:46:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:46:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:46:00Z,ADVERSE_FIRST,,2026-02-05T14:46:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:46:00Z,ADVERSE_FIRST,2026-02-05T14:50:00Z,2026-02-05T14:46:00Z,ADVERSE_FIRST,,2026-02-05T14:46:00Z,ADVERSE_FIRST,,2026-02-05T14:46:00Z,ADVERSE_FIRST,,2026-02-05T14:46:00Z
SPY:2026-02-05:SHORT:2026-02-05T15:10:00+00:00:v1,2026-02-05,SHORT,676.860000000000,678.120000000000,1.260000000000,-1.260000000000,5,BETTER,1.070000000000,2.330000000000,5.755000000000,4.495000000000,-0.590000000000,0.670000000000,-1.260000000000,1.260000000000,True,70,65,2026-02-05T15:15:00Z,2026-02-05T16:25:00Z,ADVERSE_FIRST,2026-02-05T15:26:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T15:27:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T15:32:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T16:14:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T15:27:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T15:32:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,2026-02-05T16:14:00Z,2026-02-05T15:16:00Z,ADVERSE_FIRST,,2026-02-05T15:16:00Z,ADVERSE_FIRST,,2026-02-05T15:16:00Z,2026-02-05T15:20:00Z,2026-02-05T16:25:00Z,FAVORABLE_FIRST,2026-02-05T15:21:00Z,2026-02-05T15:22:00Z,FAVORABLE_FIRST,2026-02-05T15:21:00Z,2026-02-05T15:22:00Z,FAVORABLE_FIRST,2026-02-05T15:21:00Z,2026-02-05T15:22:00Z,ADVERSE_FIRST,2026-02-05T15:23:00Z,2026-02-05T15:22:00Z,FAVORABLE_FIRST,2026-02-05T15:21:00Z,2026-02-05T15:42:00Z,FAVORABLE_FIRST,2026-02-05T15:21:00Z,2026-02-05T15:42:00Z,FAVORABLE_FIRST,2026-02-05T15:23:00Z,2026-02-05T15:42:00Z,FAVORABLE_FIRST,2026-02-05T15:26:00Z,2026-02-05T15:42:00Z,FAVORABLE_FIRST,2026-02-05T15:32:00Z,2026-02-05T15:42:00Z
SPY:2026-02-05:LONG:2026-02-05T16:51:00+00:00:v1,2026-02-05,LONG,681.045000000000,681.240000000000,0.195000000000,0.195000000000,5,WORSE,1.570000000000,1.375000000000,4.859500000000,5.054500000000,-3.595000000000,-3.790000000000,0.195000000000,-0.195000000000,True,10,5,2026-02-05T16:55:00Z,2026-02-05T17:05:00Z,AMBIGUOUS_SAME_BAR,2026-02-05T16:56:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:25:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:26:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:25:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:26:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,2026-02-05T17:46:00Z,2026-02-05T16:56:00Z,ADVERSE_FIRST,,2026-02-05T16:56:00Z,2026-02-05T17:00:00Z,2026-02-05T17:05:00Z,ADVERSE_FIRST,2026-02-05T17:25:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:01:00Z,ADVERSE_FIRST,,2026-02-05T17:01:00Z,ADVERSE_FIRST,,2026-02-05T17:01:00Z
SPY:2026-02-05:LONG:2026-02-05T17:24:00+00:00:v1,2026-02-05,LONG,681.090000000000,681.500000000000,0.410000000000,0.410000000000,5,WORSE,1.525000000000,1.115000000000,4.904500000000,5.314500000000,-3.640000000000,-4.050000000000,0.410000000000,-0.410000000000,True,10,5,2026-02-05T17:25:00Z,2026-02-05T17:35:00Z,FAVORABLE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:31:00Z,FAVORABLE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:31:00Z,FAVORABLE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:31:00Z,FAVORABLE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:34:00Z,FAVORABLE_FIRST,2026-02-05T17:26:00Z,2026-02-05T17:34:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:34:00Z,ADVERSE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:34:00Z,ADVERSE_FIRST,,2026-02-05T17:34:00Z,2026-02-05T17:30:00Z,2026-02-05T17:35:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:40:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:31:00Z,ADVERSE_FIRST,,2026-02-05T17:31:00Z,ADVERSE_FIRST,,2026-02-05T17:31:00Z
SPY:2026-02-05:LONG:2026-02-05T17:35:00+00:00:v1,2026-02-05,LONG,681.430000000000,681.720000000000,0.290000000000,0.290000000000,5,WORSE,1.185000000000,0.895000000000,5.244500000000,5.534500000000,-3.980000000000,-4.270000000000,0.290000000000,-0.290000000000,True,15,10,2026-02-05T17:40:00Z,2026-02-05T17:55:00Z,FAVORABLE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:41:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z,2026-02-05T17:45:00Z,2026-02-05T17:55:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,FAVORABLE_FIRST,2026-02-05T17:46:00Z,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z,ADVERSE_FIRST,,2026-02-05T17:48:00Z
SPY:2026-02-05:SHORT:2026-02-05T18:46:00+00:00:v1,2026-02-05,SHORT,678.520000000000,678.020000000000,-0.500000000000,0.500000000000,5,WORSE,2.334500000000,1.834500000000,2.950000000000,3.450000000000,1.070000000000,0.570000000000,0.500000000000,-0.500000000000,True,15,10,2026-02-05T18:50:00Z,2026-02-05T19:05:00Z,FAVORABLE_FIRST,2026-02-05T18:51:00Z,2026-02-05T19:03:00Z,FAVORABLE_FIRST,2026-02-05T18:51:00Z,2026-02-05T19:03:00Z,FAVORABLE_FIRST,2026-02-05T18:53:00Z,2026-02-05T19:03:00Z,ADVERSE_FIRST,2026-02-05T20:31:00Z,2026-02-05T19:03:00Z,FAVORABLE_FIRST,2026-02-05T18:51:00Z,2026-02-05T19:03:00Z,FAVORABLE_FIRST,2026-02-05T18:53:00Z,2026-02-05T19:03:00Z,ADVERSE_FIRST,2026-02-05T20:31:00Z,2026-02-05T19:03:00Z,ADVERSE_FIRST,2026-02-05T20:44:00Z,2026-02-05T19:03:00Z,ADVERSE_FIRST,2026-02-05T20:48:00Z,2026-02-05T19:03:00Z,2026-02-05T18:55:00Z,2026-02-05T19:05:00Z,FAVORABLE_FIRST,2026-02-05T18:56:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:31:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:34:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:44:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:31:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:34:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:44:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,2026-02-05T20:48:00Z,2026-02-05T18:57:00Z,ADVERSE_FIRST,,2026-02-05T18:57:00Z
SPY:2026-02-05:LONG:2026-02-05T19:17:00+00:00:v1,2026-02-05,LONG,681.130000000000,681.210000000000,0.080000000000,0.080000000000,5,WORSE,0.340000000000,0,4.944500000000,5.024500000000,-3.680000000000,-3.760000000000,0.340000000000,-0.080000000000,True,10,5,2026-02-05T19:20:00Z,2026-02-05T19:30:00Z,FAVORABLE_FIRST,2026-02-05T19:21:00Z,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,ADVERSE_FIRST,,2026-02-05T19:25:00Z,2026-02-05T19:25:00Z,2026-02-05T19:30:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z,ADVERSE_FIRST,,2026-02-05T19:26:00Z
